AREA,DISTANCE_F_C_C,FLOOR,MAX_FLOOR,ROOMS,WINDOWS,PRICE
64.2,1200,8,8,2,6,155020
35.4,6400,4,4,3,6,53390
22.1,5500,9,10,3,7,30650
28.5,7500,11,12,2,4,36520
90.2,2500,1,2,6,9,205870
42.8,900,2,2,3,6,110620
24.4,9400,4,12,1,4,38330
43.4,9900,7,8,4,7,55380
91.1,900,3,6,3,7,199650
24.2,7200,3,10,3,5,30590
32.6,6100,4,4,1,4,43830
49.5,4000,4,6,3,4,121840
39.4,6400,5,12,1,3,64000
40.7,1800,4,5,1,2,104130
78.8,3100,6,6,6,9,137440
59.3,7200,1,9,1,2,93450
45.9,4800,1,4,1,4,75010
43.1,7500,8,9,1,4,58490
79.3,6900,1,4,5,6,123890
22.1,3000,1,1,2,3,38940
83.1,1700,5,6,4,5,172460
62.8,9000,2,9,3,7,111980
20.2,6800,7,8,3,4,36250
53,5600,8,10,5,7,77080
43.5,3600,8,8,1,4,77790
25,3900,2,2,1,3,60680
62.3,6100,3,5,5,7,100200
47.2,7900,6,6,1,3,70000
21.8,6100,3,12,2,6,36380
31.8,2700,2,8,1,3,55010
85.1,1700,11,12,2,5,241020
32.4,4200,3,5,4,6,54010
96.7,3200,1,3,2,5,149860
62.5,8100,1,5,1,5,93880
82,8100,1,1,3,4,123610
53.7,500,3,4,5,8,148750
82.9,5900,1,1,1,2,137350
20.1,2500,3,12,3,5,46950
88.9,2000,7,8,5,7,163700
24.1,5500,1,4,2,3,34290
24.8,6300,5,9,1,4,44990
29.4,4600,2,2,1,3,47620
61.6,1700,1,1,2,3,158280
33.3,4900,11,12,2,5,77770
77,5400,3,7,4,7,96990
41.5,8700,1,3,3,6,69800
94.3,9100,1,3,3,4,151570
58.3,9800,1,5,2,4,80220
95.2,7300,11,11,5,6,133740
23.5,6700,4,8,1,2,37990
59.2,7000,1,1,1,3,96960
28.3,7500,3,4,2,5,49840
85.3,2700,8,9,5,9,178330
34.5,5300,6,7,3,5,55820
62.3,3800,3,6,2,3,112090
26,7100,3,4,1,2,39050
98.2,600,2,6,4,6,247590
41.7,2500,4,6,3,4,100220
23,5900,11,12,1,5,36880
65.1,8400,3,9,1,3,101300
64.9,6100,1,1,1,2,88490
38.1,7300,2,3,4,7,52660
37.8,1000,2,3,2,6,100800
29,9600,1,11,2,5,42830
96.2,7000,1,3,3,7,142250
67.9,3500,8,10,5,6,172800
21.8,1500,1,3,3,6,55190
30.6,9500,3,4,3,7,45160
75.6,6300,1,6,4,7,112190
53.9,6400,5,9,2,5,69530
32.6,8400,2,4,3,6,41650
60.4,5000,5,9,1,5,104020
54.6,3100,4,5,1,3,127270
34.4,8500,2,4,1,4,61960
51.7,3600,2,6,3,6,113010
58.1,7900,9,9,3,4,78170
21.7,6300,1,2,1,2,34470
59.9,9100,2,3,3,7,81290
61.9,1100,5,5,3,4,155260
43.7,2100,4,12,1,5,72520
74.1,9200,2,11,6,9,92420
49.7,800,1,1,1,3,125100
31,6300,1,3,4,7,49100
31.5,5800,8,10,4,8,47520
97.2,5000,5,5,3,6,133930
42.5,6300,3,8,1,2,72310
54.3,6000,6,8,5,9,77530
63.7,1500,1,2,5,7,131400
55.1,1100,2,3,1,3,133000
48,8300,4,9,5,6,82440
43.6,2200,2,3,1,5,74390
60.2,8700,7,8,1,2,97790
37.5,1800,6,7,3,6,102900
42.5,4200,1,2,3,5,67320
54.5,3500,7,7,1,3,127570
30.8,1500,3,10,1,4,66470
98.1,500,2,3,6,7,229550
32.3,2900,7,12,4,7,55750
49.8,7600,4,10,1,2,82270
53.8,2500,2,4,3,4,109520
70.4,900,2,5,2,3,143920
20.3,200,1,1,2,5,46510
62.3,7700,1,1,1,3,72890
61.6,1600,2,3,1,5,176570
47.8,5700,1,2,1,4,76740
69.7,9900,3,3,4,7,91960
71.1,1000,1,3,2,4,188000
47.4,6300,4,7,3,4,70380
43.4,2400,2,4,2,3,85220
39.3,200,2,8,3,5,119990
47.4,6200,2,2,3,7,59850
38.8,100,9,10,4,7,110170
66.1,2200,4,6,5,7,167530
38.3,5400,5,11,1,5,58830
49,4300,3,7,1,3,116180
67.6,2600,5,5,3,7,152030
33.6,6000,6,8,1,2,46410
56.2,5100,3,10,2,4,100050
98.4,6200,4,5,5,6,159400
57.8,2200,5,6,2,5,120110
28.6,7600,2,8,1,3,47410
55.9,2600,1,4,3,4,128240
79.4,9100,7,8,6,7,140490
61.5,3700,4,9,1,2,117600
97.2,8000,12,12,5,7,118180
53.8,1500,3,5,1,5,104050
79.3,5600,1,1,5,9,139170
30.2,4300,6,11,3,7,69770
38.3,8700,5,10,1,5,66110
63.9,7800,3,6,1,5,114970
63.1,6300,1,11,1,5,78760
54,1800,4,10,1,3,118960
63.1,100,2,7,2,3,191280
57.8,5300,1,1,3,7,70330
95.8,4700,2,12,5,9,160540
27.1,9300,2,6,2,3,46980
63.5,9300,1,1,1,5,96460
58.2,2200,1,1,4,6,127490
26.7,5400,4,7,1,2,45350
52.3,500,4,6,2,6,131860
73.6,4800,1,4,5,6,133530
50.8,7200,8,11,3,7,75910
76.5,900,9,10,2,4,200690
25.4,2700,2,3,1,5,47610
32.8,9000,8,12,2,6,47020
52.9,4500,10,11,1,3,95830
92.6,9800,1,2,4,8,134010
44.4,900,1,2,1,3,96180
93.1,7700,1,5,7,8,129450
55.4,6700,5,5,3,4,86900
55.5,9900,7,9,2,4,75710
27.6,1900,4,7,2,5,52990
23.6,300,7,7,2,6,71830
59.5,6600,6,12,5,8,91850
59.5,7500,7,8,2,4,73250
43.4,9700,1,1,1,2,58510
39.9,3200,5,11,1,4,90740
35.6,900,8,8,1,3,67210
54.2,6500,3,3,5,6,73260
45.9,4800,1,1,1,3,105290
88.4,5700,10,10,2,6,148140
50.2,3800,1,5,2,3,108430
43.1,2100,5,9,3,6,94130
23.7,1300,1,1,1,5,58890
78.6,8700,9,10,5,9,124850
30.2,6200,4,10,2,6,51980
84.5,5200,3,10,6,10,109170
26,9600,6,9,1,5,45270
56.3,7000,1,10,4,7,78380
42.8,8800,6,9,1,4,81110
43.6,6500,1,1,1,3,74750
64.2,4200,3,12,1,2,131610
26.5,2000,4,6,3,4,51630
25.9,2400,2,9,3,4,50190
41.6,1000,4,6,1,5,98040
38.2,9200,4,5,1,2,52560
60.6,2600,3,6,5,9,103390
54.2,1000,1,3,3,7,133410
62,6500,1,4,1,2,79680
31.3,1700,4,8,1,2,74690
77.3,4900,8,8,4,8,167240
39.8,1600,7,12,1,4,111190
76.6,5600,9,11,3,4,141820
37.2,2100,2,4,3,5,72090
45.1,2200,1,11,1,3,105290
59.9,2400,3,6,1,4,129280
47.4,7200,4,4,2,5,83610
33.8,3200,7,12,4,5,79920
54.9,1300,5,5,1,2,125400
36.4,900,1,2,2,3,95130
37.7,8800,1,2,1,2,51330
51,300,5,5,4,7,159860
88.5,4200,2,7,1,2,226580
63.6,9900,1,4,3,5,90550
79.8,1100,3,8,2,5,227430
62.5,6100,6,12,2,4,104500
24.1,9000,3,9,2,3,38550
38.6,4100,1,9,2,5,88930
44.1,200,2,2,1,5,133790
26.9,400,6,6,2,3,64850
75.4,2500,5,7,4,7,175350
25.2,5500,6,7,1,3,38350
99.5,3000,7,8,3,5,168620
31.5,1500,1,3,3,7,84390
61,7800,9,12,4,8,92310
39.8,7000,1,1,3,7,68050
57.1,1100,7,12,1,4,140820
40.7,6900,1,2,1,2,69590
70.8,6700,4,7,5,9,114340
52.8,2600,6,8,1,5,92190
63.3,600,5,12,1,5,135420
24.3,6300,1,2,1,2,30240
59.7,1500,2,2,2,6,126740
53.9,2300,2,7,1,3,112490
43.8,9500,4,6,1,3,63620
49.3,8500,12,12,1,4,65880
50.4,900,10,10,1,4,139070
42.5,3300,1,2,1,5,97460
94.8,6000,8,8,5,8,164240
59.3,7200,4,4,2,6,75890
36.1,5500,4,12,2,4,60530
30.4,1100,2,6,1,5,65700
54.3,1800,2,9,5,8,151600
23.4,7000,6,8,2,5,33580
73.1,200,2,2,2,3,175920
33.8,1200,6,7,3,4,78600
75.9,4000,7,12,5,9,164970
31.5,3800,6,6,3,7,59900
72.2,1200,2,6,1,4,145410
61.5,8000,4,8,4,7,90140
25.7,9700,4,12,1,3,42920
53.2,9300,3,11,5,6,82220
78,9200,5,9,5,7,146710
53.7,2500,6,10,4,6,127480
57.5,3100,2,9,1,4,139020
29.6,6800,3,5,3,6,42230
33.2,7300,5,5,1,4,59250
58.6,3300,1,1,1,3,100200
56.2,7100,9,11,4,5,74470
48,8300,2,10,4,8,91200
96,8100,11,11,3,4,144890
46.7,6800,1,1,1,4,75560
98.7,4100,12,12,2,4,194000
52.6,6900,1,2,5,7,82750
86.9,1400,2,12,4,8,259960
38.8,7600,1,2,1,5,68260
40.3,1900,2,7,1,3,96970
59.9,900,3,10,3,4,125580
82.7,4100,1,1,4,6,162400
29.2,5900,5,6,1,5,41810
79.1,900,2,7,6,9,179140
20.7,3500,2,6,1,4,46940
36.1,5500,3,7,2,6,51090
58.6,7600,1,4,1,4,81000
24.9,4900,2,8,1,3,43210
49.5,4100,3,5,2,6,117230
74.3,8700,9,10,5,7,128120
43.6,5700,7,11,2,6,66430
58,1700,9,10,1,4,153200
45,7700,9,12,4,5,76430
85,1000,1,2,4,7,238750
69.2,5600,2,2,3,6,84260
29.3,8100,5,7,2,5,48540
69.3,6300,1,8,3,4,95230
58.3,1400,2,11,1,4,127210
43.3,1100,4,5,2,4,103730
62.4,3300,3,8,1,3,153120
66.9,100,6,8,3,4,219900
66.6,5200,4,5,1,2,92600
63.9,8600,1,6,3,6,97650
65.7,2000,2,3,1,5,148000
51.1,2200,2,11,1,2,122520
85.2,5300,2,7,4,8,120840
27.7,2100,2,4,1,2,52130
75.9,4900,1,1,4,5,171380
66.4,7300,4,4,2,6,104750
37.6,9200,3,5,2,6,61400
54.4,3500,2,5,4,5,107800
88.1,3700,9,11,6,8,164040
53.3,8600,2,3,4,6,88980
27,6600,3,3,1,4,32020
21.4,5400,4,4,2,3,25570
92,700,1,2,3,7,217430
24,5200,1,1,2,6,37320
53.2,7800,1,12,5,6,92830
56.1,4200,7,11,2,6,95710
61.2,1900,2,8,1,5,130810
66.1,200,11,12,4,7,160380
67.7,3200,7,7,4,5,122830
41.1,1600,1,1,1,5,88290
23.7,4600,3,6,2,6,40050
34.9,1100,1,1,4,8,85620
99.3,5600,6,10,6,7,163380
55.9,200,3,5,2,5,150710
96.4,3100,1,9,2,6,175080
23.2,4100,4,7,2,6,43300
44.1,8400,1,12,2,5,58140
32.7,3000,4,4,1,4,52620
96.8,2200,6,6,7,11,172140
43.1,8900,5,8,1,4,73290
71.1,5800,4,5,6,10,93610
62.7,5600,1,1,4,5,85430
33.6,6900,1,1,1,4,47680
66.2,8200,3,8,2,6,83640
33.1,3000,8,8,1,2,66870
69.7,5700,4,9,4,8,121170
21.9,600,5,7,3,6,49050
48.8,3800,1,1,5,8,101800
91.1,4700,3,9,5,8,191610
62.1,3600,2,10,3,5,126600
55.4,5900,6,7,4,7,68900
34,9400,1,1,4,8,57920
82.2,4400,4,5,5,8,165710
23.1,8000,1,2,2,3,41140
21.3,1000,6,10,1,4,48580
58.2,6000,2,2,1,3,87000
53.1,5000,3,8,5,6,90240
25,7000,4,8,1,5,45020
50.7,1600,3,12,3,6,112320
49.7,400,4,11,5,9,138100
86.6,6300,4,7,6,8,148080
69.2,2500,1,1,1,3,162050
30.8,2500,3,8,3,7,65650
47,1400,4,6,3,4,135330
95,8500,2,12,5,9,138350
31.3,700,2,3,1,3,67740
97.6,300,1,1,6,10,248320
56.4,6600,3,11,5,8,86310
88.5,6400,2,5,3,6,126280
37.1,1400,4,11,1,3,78700
78.3,2500,4,12,1,4,181490
36.9,6900,2,5,4,8,46200
50.1,8000,2,2,3,4,85490
45.4,9000,1,2,3,7,60100
56.7,7500,2,9,1,3,71580
29.4,8000,5,8,2,3,47980
75.5,5500,1,10,4,5,111980
23.4,8800,5,12,2,6,43250
61.1,8500,1,3,5,9,100960
55.2,8400,8,8,4,5,93740
60.8,1800,1,4,5,7,151460
31.4,3000,3,6,3,4,55000
68.9,5300,10,12,3,6,97260
61.2,2400,3,10,1,3,150690
60.4,6700,3,11,4,5,92030
44.6,100,5,8,1,3,147230
53.8,1900,3,10,1,5,139070
63.7,2600,9,10,1,5,117980
47.8,2200,1,1,4,5,113010
51.7,9600,1,1,4,6,84490
70.5,1600,3,7,2,5,138160
63.9,9200,6,9,4,5,115880
39.3,8300,1,2,1,3,66670
32.6,1200,4,7,4,8,63170
29.5,8600,3,4,1,4,40320
51.5,8900,3,4,3,4,79300
76.1,7100,7,8,6,10,104030
63.5,1100,8,8,5,6,166930
74.4,7000,6,9,6,7,102270
55.5,6500,4,8,2,3,99380
31.5,2000,1,7,3,6,48190
60.9,8000,2,2,1,5,96900
28.5,5900,3,9,1,4,43130
53.8,7500,2,6,2,6,97160
62.5,2100,1,1,1,2,106080
45.3,2800,2,7,1,2,75820
84,1300,2,3,6,10,184460
28.3,2300,5,5,1,2,44210
91.5,2400,5,5,6,9,214430
27.5,1900,1,2,3,5,73680
32.5,9200,3,4,3,4,38140
23.9,2000,1,2,1,4,47620
94.3,5500,3,10,4,7,127210
34.2,100,9,11,3,6,107860
20.3,1000,2,11,1,3,44540
64,2400,3,4,2,5,136620
54.3,5600,8,8,3,5,81410
60.7,6600,10,12,3,6,102930
94.4,7500,6,6,3,7,155130
29.1,7200,8,9,3,6,44880
70.7,4700,2,4,4,5,172070
37.4,1400,3,7,4,7,79760
69.8,3200,1,5,5,8,122930
26.1,4300,1,6,1,3,61750
42.4,6900,2,5,2,3,78980
65.2,9900,1,2,1,2,77100
56.3,3900,8,8,1,4,122360
33.2,9400,7,10,2,5,50020
55.7,400,6,7,1,3,128130
69,3200,1,3,3,5,161210
90.5,3500,1,2,5,9,152470
37.2,7000,6,6,1,4,60760
84.8,7000,1,12,4,8,150650
50.4,1800,2,2,3,7,137030
35.7,2900,9,9,4,5,67020
28.7,3200,5,7,2,4,56650
27.7,3900,6,6,1,5,51330
62.1,8000,5,7,1,2,87370
21.7,400,3,4,2,4,55790
39.1,4100,7,11,1,5,66520
95.3,9200,1,5,6,8,138430
31.3,7500,6,6,1,3,50530
84,1900,2,4,6,8,246340
39.8,1200,11,11,1,4,108530
74.3,3900,5,10,6,9,175190
23.8,8500,5,7,3,4,39090
49.9,1300,5,11,4,6,130220
51.9,7100,5,8,3,5,86080
53.4,2600,2,2,5,8,117740
69.3,7600,1,4,6,8,111260
20.4,2500,6,7,1,2,41120
62.2,5000,1,10,3,4,103780
23.5,6100,1,10,3,4,31110
50.8,400,1,3,3,7,149180
69.3,600,1,2,5,8,161470
42.2,2400,6,12,4,8,96090
93.9,4800,4,8,6,8,215070
66.6,7500,2,3,1,3,116580
42.8,7300,1,1,1,2,76070
22.3,700,3,3,1,4,47540
81.3,2900,4,5,2,5,138140
53.1,1500,3,12,3,6,158290
24.4,2500,5,5,1,2,55030
38.5,8200,7,9,4,6,59320
63.1,2100,3,6,1,3,149560
54,5900,11,11,4,8,89560
74.9,6100,2,11,1,5,100470
28.9,3200,9,9,1,5,58700
63.3,7900,9,11,3,5,102770
54.3,7700,4,8,4,6,76600
32.3,300,1,1,3,5,93920
27.9,7900,2,5,1,4,44310
47.9,5100,2,7,2,5,76170
36.4,9200,1,2,4,8,64110
59.3,800,9,10,3,4,164320
46.1,9900,9,10,1,2,72020
99.2,5400,2,9,2,4,181410
62.6,2100,2,7,1,2,149920
40.4,5200,6,10,4,6,65050
51.1,2100,5,9,1,4,130240
50.3,2900,8,12,2,3,98910
49.3,8100,1,2,3,4,88470
44.8,3200,4,10,1,5,90050
46.4,2400,1,6,3,7,101970
73.9,6800,8,12,1,4,109870
38.4,1600,2,3,2,5,83840
45.8,2900,6,12,1,4,99550
65.5,4500,11,11,5,9,118900
26.5,1600,9,9,1,2,50800
26.1,5000,3,5,2,5,42990
23.4,6900,4,4,1,5,34410
42.1,300,1,8,4,7,108850
78.2,6900,6,11,5,6,140480
67.2,900,4,4,1,3,131180
58.2,8500,2,7,2,5,94820
26.2,3400,2,7,1,2,48230
66.5,8300,6,10,2,6,100630
40.8,9100,5,5,3,5,57940
27.1,800,1,5,1,5,56510
27.8,2800,1,2,1,4,52810
23.1,5500,2,12,3,6,34930
45.6,8300,1,1,3,7,54950
96.7,3800,2,6,7,11,169760
38.1,5100,5,6,1,5,57770
60.2,7400,3,10,1,5,84010
30.6,1300,7,10,3,4,62440
36.3,2600,3,9,1,2,59210
29.2,800,5,10,1,3,65850
71.7,1300,10,12,4,6,205020
44.3,3600,5,8,4,5,78990
32.7,6400,6,9,1,4,47400
42.5,9700,1,1,1,3,72630
98.5,4500,3,11,4,5,168990
24.6,6800,6,9,1,2,32640
78,8600,2,2,2,6,122350
65.4,8300,9,12,2,5,83060
35.9,5700,2,4,1,4,61250
51.5,1800,7,11,5,8,137470
73.6,5600,1,4,4,6,106380
60.3,5800,2,6,3,4,77390
21.9,3600,5,8,1,3,48240
69.4,6600,2,10,6,10,91110
77.4,3100,1,6,4,5,125030
57.6,8600,3,3,2,4,77030
68.2,7900,3,3,3,7,121960
54.5,2900,9,10,1,3,110850
48.4,9100,1,6,5,8,68950
23.5,6200,2,2,2,5,41320
97.3,3400,9,9,7,11,191770
57.7,2900,6,6,2,3,90150
94.2,7300,4,7,2,6,162960
28.9,9500,2,3,1,3,45670
49.2,1600,2,12,1,3,102680
61.1,100,11,12,1,3,189660
28.3,6000,1,1,2,6,42960
68,1000,5,12,1,3,166660
86.6,2800,9,9,5,9,143170
40.9,5700,5,5,4,7,70410
61.7,1100,1,8,2,5,148540
37.9,4100,7,10,1,3,96310
45.5,7600,6,11,1,3,72220
67.5,8400,1,1,4,8,110260
46.4,1800,5,6,4,5,99470
50.1,6200,4,7,3,4,76910
43.3,9100,1,8,3,6,69670
25.6,4000,3,3,3,6,39420
92.8,6000,4,6,6,9,145460
29.9,1500,1,1,1,4,85080
96.3,5700,1,6,6,8,146640
34.9,2100,1,1,1,4,83510
78,3700,1,1,4,6,131270
36.7,2200,6,7,4,6,63910
93.5,800,8,9,2,3,250590
50.8,7600,3,7,3,7,66840
63.2,2800,1,3,4,6,145150
58.5,6700,1,1,1,4,91180
91.6,7000,3,12,1,2,151150
42,2900,2,2,1,5,101560
56.5,5900,1,1,1,5,71490
50.1,4500,2,3,1,3,86570
28,4800,2,12,1,5,50030
25.1,2200,2,5,2,6,63490
69,7200,3,5,5,6,94120
59.6,1400,8,8,2,5,115750
91.7,1500,1,9,4,8,261370
51,6400,1,1,3,5,88540
58.2,1100,1,2,2,3,146450
44.9,7200,4,5,3,4,57740
82.3,2400,4,6,6,7,164340
25.1,8700,2,10,2,5,35500
25.6,9700,2,11,3,5,40780
64.3,2700,7,7,2,5,144030
61.5,8600,8,11,3,6,90030
44.4,9700,1,12,2,5,78560
99.6,4400,6,7,7,9,171750
56.5,7900,5,5,5,6,70170
84.2,4100,3,5,2,4,144060
50.9,3800,4,5,4,6,97750
77.1,4900,4,6,1,2,185890
60.5,2900,1,1,2,6,112600
63.2,4000,2,8,1,4,137130
32.8,1400,2,2,3,6,78400
57.4,5700,1,7,4,7,85080
37.3,600,5,5,1,5,94130
61.6,9200,2,8,1,3,97140
63.8,4300,1,11,5,6,107310
77.4,7000,11,12,3,6,122940
50.9,2100,1,8,3,6,100040
55.4,9800,3,3,1,4,78470
56.7,2400,2,6,5,9,118120
86.4,9300,4,6,2,5,122700
37.7,7300,5,8,1,4,69830
44.8,3900,5,7,1,4,97070
42,3100,1,1,3,5,73970
56.8,3000,6,8,3,4,141420
36.9,7900,6,10,2,6,45670
57.2,4900,2,11,1,2,134490
65.9,8400,2,4,1,3,99470
39.5,4700,7,9,4,6,100220
33.7,800,1,1,1,2,82280
49.4,1000,5,6,5,6,126130
46,6100,3,5,4,8,79050
28.7,4500,4,11,1,4,54030
34.6,6800,1,3,1,5,54090
37.5,800,5,9,4,8,108650
61.7,100,1,3,5,6,143760
64.7,3500,1,2,4,8,105220
27.6,4000,1,9,3,6,51510
83.5,5300,2,8,2,3,158650
64.5,7100,1,4,4,6,109420
47.8,9800,4,5,5,7,65640
22.8,1200,1,7,1,2,56530
85.3,5400,11,12,2,5,101720
60.8,5500,1,2,3,6,92470
66.4,8400,1,1,3,5,87480
61.4,1900,5,11,4,8,161920
36,4200,9,9,1,3,85950
30.7,8300,1,12,2,3,40780
28.1,4700,8,9,2,6,51430
64.8,4500,4,8,3,7,152170
99.3,7400,8,12,7,9,180930
45.5,2300,6,9,1,3,94960
92.2,8400,2,2,2,5,129440
62.5,9500,1,3,1,3,76720
95.1,3100,1,12,6,9,227320
64.1,1700,2,2,1,5,163140
26.3,7300,3,3,1,3,41460
38.1,2300,3,4,3,4,66410
28.6,1300,6,7,3,4,52940
33.9,2200,4,12,1,3,67880
50.2,7300,1,3,2,5,74410
46.9,3300,1,2,5,6,100240
45.3,2400,1,1,1,2,103920
40.7,9000,6,11,3,6,67040
53.2,7200,6,9,4,5,71310
48.5,6400,2,8,5,9,65970
80.9,2400,5,6,6,7,170010
30.3,3800,5,6,1,2,63780
61.7,1600,8,8,3,7,120770
49.2,8200,6,7,2,5,88250
95.8,9000,5,5,7,9,141310
25.4,4300,1,1,1,4,60280
87.7,3800,2,5,4,8,190620
51.1,7100,7,8,2,4,73620
80.6,5300,8,9,2,3,119540
39.3,9400,5,9,3,4,64620
82,3300,1,9,3,4,172690
47.8,9900,4,6,3,5,61250
99.4,8400,2,9,6,8,137490
33.7,7100,2,3,1,2,39760
98.9,2000,7,8,5,7,203470
30.8,5900,1,1,1,5,51640
34.9,1900,1,10,2,5,79240
39.9,1300,3,9,1,2,115490
54.6,3500,4,6,1,2,95590
43.3,1100,1,1,2,3,81330
50.4,8400,4,11,5,6,95180
67.1,5500,2,2,2,3,83510
68.1,3700,2,3,5,8,153590
47.7,6800,2,8,2,6,71680
30.2,5200,7,9,2,4,51690
46.2,1200,12,12,5,6,132140
66.7,4300,1,1,4,6,102650
26.1,3000,6,7,1,4,46900
91.3,1000,2,2,5,6,164580
67.1,2300,5,7,3,6,162670
26.2,7200,5,7,1,2,43250
57.3,8300,4,12,5,6,95910
25.9,8800,2,5,3,5,34930
44.3,6200,1,8,1,3,78420
45.1,500,1,6,1,3,81950
46.5,4300,1,10,3,6,76920
92.1,6600,2,7,5,8,142440
48.5,200,2,4,1,2,126100
77.8,8400,1,2,3,7,120500
26.8,8600,1,1,1,3,44400
53.2,1300,1,1,1,3,130520
64.2,4400,3,3,4,5,127630
81.7,6500,1,3,2,3,107860
66.3,8900,2,11,1,2,109530
30,300,4,4,1,2,72540
51.1,4800,6,6,1,3,106600
82.1,2700,10,11,2,3,185530
40.2,200,5,9,1,3,131370
56.9,9200,3,7,1,3,95670
50.1,2600,6,7,5,9,89000
93.4,7600,1,9,3,5,157190
54.8,7400,3,5,1,4,86830
32.3,9000,3,12,1,4,58540
26,8100,6,8,1,5,34900
35.1,2100,4,6,4,6,89530
30.4,8300,1,5,3,6,38900
26.7,3800,6,10,2,6,66880
28.2,3700,10,10,2,6,49050
24.7,2800,2,3,2,5,59040
52,4000,1,2,4,8,79930
39.6,7000,1,9,1,5,64750
25.3,7200,4,10,1,2,40230
46,3000,2,3,1,3,78780
66.8,4600,6,6,2,3,115970
73.7,9700,2,10,1,3,119440
67.5,4800,7,12,1,5,126510
37.7,5600,10,11,1,4,52690
53.9,8700,4,8,1,3,96110
28.9,8900,2,5,2,3,36980
45.8,4900,11,12,4,5,84290
91.1,5800,1,1,4,7,122000
49.2,600,3,8,1,3,128300
99.9,5300,4,4,7,10,132790
49,5700,8,9,3,4,78670
34,3500,2,10,2,6,73960
46.6,800,2,2,2,5,96120
41.5,1100,1,11,2,4,96660
48,9800,3,6,1,5,82760
29.7,8400,4,9,3,6,44120
65.1,900,2,11,5,9,197280
62.3,600,5,7,3,6,136300
49.5,9000,6,9,5,6,88070
87,5500,4,6,1,3,117520
68.3,7400,9,9,1,2,98650
43.4,8600,9,10,2,3,73900
25.4,1600,6,6,1,2,66150
79.8,1300,8,10,1,5,162380
23.9,1400,3,10,2,5,66320
94.7,3900,3,3,6,9,162870
33.2,4000,2,2,1,4,55120
72.2,500,4,11,2,3,178260
54.9,2400,12,12,1,2,110970
43.7,2600,4,9,4,8,86510
51.4,1900,5,9,1,3,129830
27.3,6100,5,12,2,3,34440
33.7,6900,3,5,4,7,50710
40.3,5900,3,12,2,5,63780
37.3,9300,3,10,2,3,51200
53.7,7600,5,6,3,6,69300
68.3,4100,5,6,4,7,159140
48.1,1200,6,6,2,4,88000
22.5,3100,5,12,1,5,52000
73.9,4100,1,1,2,5,113660
52.5,5900,2,3,3,6,70680
30.8,6800,7,10,4,7,51990
40.3,3700,2,5,4,8,85180
43.7,3700,4,11,1,5,80080
27.4,2800,4,4,2,5,44930
66.6,8100,1,1,1,5,90320
27.1,5400,4,6,2,5,45150
36.6,100,2,10,1,3,88690
26.6,3900,3,6,1,2,56730
98.7,100,11,12,6,8,247650
34.1,4700,2,9,1,5,83570
60.4,9100,1,4,4,6,92300
75.4,2400,3,9,6,10,132730
37.9,8200,2,11,2,3,56020
54.2,6400,4,4,3,5,80920
28.5,1200,1,7,2,4,70220
71.8,5600,2,10,6,10,99580
65.2,1200,1,2,3,7,180610
73.3,9100,1,1,4,5,97040
22.5,100,2,8,2,4,62710
97.7,1800,4,6,4,5,210960
37.1,5500,1,1,1,2,51420
68.6,1600,6,8,3,6,143040
53.4,4600,7,8,3,4,120770
70.6,8300,2,3,1,5,113350
65.9,700,2,9,1,5,193760
97.1,8600,3,7,5,8,144820
53.1,3400,2,6,1,3,132160
37.4,8400,2,2,1,2,64720
20.5,8100,2,12,1,5,38610
88.8,7700,5,12,4,5,158510
20.8,7400,2,2,2,3,30680
33.7,5900,5,6,1,3,53100
44.2,4900,1,1,2,5,90890
59.6,4700,5,5,2,5,135650
44.1,3200,12,12,1,3,103590
38.3,700,1,6,3,6,90440
42.8,2700,7,12,1,2,104130
50.4,800,2,11,3,4,132430
51.9,6000,2,5,3,5,72030
56.5,9900,4,7,1,4,104020
59.6,4400,2,8,4,5,147320
74.4,5700,7,12,5,6,96760
62.9,2900,2,5,1,4,158350
94.9,7700,3,8,5,7,127650
30.4,4700,1,3,1,5,70580
83.2,500,1,1,3,7,201120
60.4,7500,1,6,5,6,83760
20.7,4800,2,6,1,5,46500
21.7,5800,4,5,2,6,32790
35,800,1,2,1,5,89300
60.2,2200,7,8,5,7,134740
80.5,5100,2,3,6,8,102870
61.3,7300,6,9,3,4,83740
25,8700,4,11,1,4,46660
59.2,1400,2,3,1,3,165700
76.1,7300,2,2,2,6,98070
29.8,1900,3,3,1,5,76030
61.7,6700,2,9,1,4,77780
62.1,3600,4,10,3,5,147660
36.9,4500,4,4,1,2,75710
30.4,4400,2,4,1,2,49500
58.4,1400,1,6,1,3,108480
36.5,500,8,8,2,4,92270
90.1,3800,1,2,2,6,178720
49.9,5800,1,9,2,6,67580
26.6,2500,1,1,2,6,40910
39.2,2700,3,12,3,6,89740
69,9700,3,9,4,6,106710
34.6,4600,3,7,4,6,78190
93.7,1700,1,9,2,6,212170
64.4,5500,2,9,1,5,112630
82.8,2700,4,7,2,4,155110
20.5,9600,8,9,1,3,33410
46.7,7300,5,11,4,7,57670
36.1,900,1,2,1,5,97980
43.4,8400,2,9,3,4,68310
26.5,6300,4,4,3,7,34010
69.8,3400,2,6,2,3,163250
56,4500,6,11,3,7,103420
75.5,8300,4,4,3,4,111160
44.7,2800,1,4,4,6,81100
77.1,800,4,5,4,6,170280
54.1,700,5,5,2,3,107060
89.8,7800,1,5,1,4,161230
62.6,7600,6,9,1,2,104010
